CollectionId,Location,Date,Status,FieldAgent,Do you consent to participate in this survey?,Q1\. Age,Q2\. Gender,"""Q3\. In an average month, roughly how much do you personally spend on non-essential items (entertainment, dining out, personal care, gadgets, etc\.)?""","""Q4\. Who is the primary decision-maker for major household purchases (appliances, electronics, vehicles)?""",Q5\. How often do you choose branded/premium products over cheaper generic alternatives?,Q6\. Highest level of education completed,Q7\. Employment status,Q8\. Occupation category of the chief income earner in your household,Q9\. Housing tenure,Q10\. Which of these does your household currently have? (select all that apply),Q11\. Household monthly income bracket,Q12\. How many people (including you) depend on this household income?,Q13\. State of residence (where you currently live?)
268868320,"7.3728234, 3.8584706","Aug 26th 2026, 1:53 pm",pending,Mary Joseph,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""Another household member/head decides""","""Rarely""","""HND/Bachelor's degree""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""","Generator
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Oyo"""
403169950,"5.1344228, 7.3841447","Aug 26th 2026, 1:57 pm",pending,SOLOMON DAVID ,"""yes""","""35–44""","""Male""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""","Generator
Refrigerator
Computer/laptop
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Abia"""
311155625,"12.360245, 9.580075","Aug 26th 2026, 1:58 pm",pending,HAMISU ISYAKU ,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Computer/laptop
Smartphone","""₦50,000 – ₦150,000""","""7+""","""Jigawa"""
441048872,"5.1344499, 7.3841096","Aug 26th 2026, 1:58 pm",pending,SOLOMON DAVID ,"""yes""","""35–44""","""Female""","""₦30,000 – ₦69,999""","""I decide alone""","""Rarely""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Smartphone
Computer/laptop","""₦50,000 – ₦150,000""","""1–2""","""Abia"""
220428196,"9.6061283, 6.5292967","Aug 26th 2026, 1:58 pm",pending,GLADYS EGHIEKHINA Omuwa ,"""yes""","""35–44""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Junior staff / semi-skilled""","""Rented — flat/apartment""","Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Niger"""
82725235,"7.5205594, 4.5294086","Aug 26th 2026, 1:59 pm",pending,Ewuola Mercy ,"""yes""","""25–34""","""Female""","""₦10,000 – ₦29,999""","""Another household member/head decides""","""Sometimes""","""HND/Bachelor's degree""","""Student""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Generator
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone
Car","""₦150,001 – ₦350,000""","""3–4""","""Osun"""
109054752,"7.7778052, 3.9223503","Aug 26th 2026, 2:05 pm",pending,OLADITI TITILOLA ABIBAT ,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦50,000 – ₦150,000""","""3–4""","""Oyo"""
218932451,"7.3991886, 3.9437895","Aug 26th 2026, 2:09 pm",pending,Adewale Kolawole,"""yes""","""35–44""","""Male""","""₦70,000 – ₦150,000""","""I decide alone""","""Often""","""HND/Bachelor's degree""","""Employed part-time""","""Middle management / skilled / supervisory""","""Rented — single room(s) / face-me-I-face-you""","Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Smartphone
Generator","""₦50,000 – ₦150,000""","""3–4""","""Oyo"""
171244512,"10.4349378, 7.5199513","Aug 26th 2026, 2:20 pm",pending,Dorcas parry Desambo ,"""yes""","""25–34""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Unemployed""","""Unskilled / casual labor""","""Rented — flat/apartment""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""Below ₦50,000""","""3–4""","""Kaduna"""
153667089,"12.6155455, 9.3856166","Aug 26th 2026, 2:21 pm",pending,Mubarak Alhassan ,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide alone""","""Always""","""HND/Bachelor's degree""","""Unemployed""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Generator
Cable/satellite TV (DSTV, GOtv, etc.)","""₦50,000 – ₦150,000""","""3–4""","""Jigawa"""
296386382,"5.5255468, 5.7647401","Aug 26th 2026, 2:24 pm",pending,Edesiri Okolosi ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide alone""","""Sometimes""","""HND/Bachelor's degree""","""Employed part-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Generator
Refrigerator","""₦150,001 – ₦350,000""","""3–4""","""Delta"""
290075111,"6.617056, 3.5374718","Aug 26th 2026, 2:31 pm",pending,Iyabo ,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Refrigerator
Air conditioner
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Oyo"""
182362415,"5.039452, 8.3545391","Aug 26th 2026, 2:33 pm",pending,Modey Catherine ,"""yes""","""25–34""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Student""","""Unemployed / none""","""Rented — flat/apartment""","Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Cross River"""
354518671,"10.0604433, 9.0963368","Aug 26th 2026, 2:33 pm",pending,Rejoice Bala,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Self-employed / business owner""","""Junior staff / semi-skilled""","""Rented — flat/apartment""","Refrigerator
Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""₦50,000 – ₦150,000""","""3–4""","""Bauchi"""
104774694,"5.039452, 8.3545391","Aug 26th 2026, 2:34 pm",pending,Modey Catherine ,"""yes""","""25–34""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Student""","""Unemployed / none""","""Rented — flat/apartment""","Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Cross River"""
242549861,"5.039452, 8.3545391","Aug 26th 2026, 2:34 pm",pending,Modey Catherine ,"""yes""","""25–34""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Student""","""Unemployed / none""","""Rented — flat/apartment""","Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Cross River"""
398342195,"9.6032563, 6.5340435","Aug 26th 2026, 2:37 pm",pending,Aisha Ibrahim Tukur ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Employed part-time""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦50,000 – ₦150,000""","""3–4""","""Niger"""
95742001,"11.9303183, 8.560965","Aug 26th 2026, 2:44 pm",pending,suleiman Umar Ibrahim ,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Living with family / free housing""",Smartphone,"""₦50,000 – ₦150,000""","""3–4""","""Kano"""
390505685,"6.7482071, 4.879384","Aug 26th 2026, 2:48 pm",pending,Elizabeth okorie ,"""yes""","""18–24""","""Female""","""₦10,000 – ₦29,999""","""I am not involved in these decisions""","""Rarely""","""Secondary""","""Student""","""Unskilled / casual labor""","""Rented — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Generator
Smartphone","""₦350,001 – ₦700,000""","""7+""","""Ondo"""
81992877,"6.6233219, 3.5469554","Aug 26th 2026, 2:53 pm",pending,Falilat Okikiola ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide alone""","""Often""","""OND/NCE""","""Self-employed / business owner""","""Unskilled / casual labor""","""Rented — flat/apartment""","Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)","""₦50,000 – ₦150,000""","""5–6""","""Lagos"""
155019375,"13.0464988, 5.2365215","Aug 26th 2026, 2:55 pm",pending,Garba Muhammad ,"""yes""","""35–44""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Car
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""1–2""","""Sokoto"""
20415079,"8.9993558, 7.6307702","Aug 26th 2026, 3:01 pm",pending,Ako ,"""yes""","""45–54""","""Male""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Employed part-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Car
Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone
Air conditioner","""₦350,001 – ₦700,000""","""5–6""","""Nasarawa"""
131002741,"6.3422883, 5.6281717","Aug 26th 2026, 3:02 pm",pending,Monye,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide alone""","""Sometimes""","""HND/Bachelor's degree""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Living with family / free housing""","Generator
Air conditioner
Refrigerator
Computer/laptop
Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""₦150,001 – ₦350,000""","""7+""","""Edo"""
148641408,"6.4717352, 3.6917082","Aug 26th 2026, 3:03 pm",pending,"EKANEM, IDONGESIT UDOFIA","""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Unemployed""","""Junior staff / semi-skilled""","""Rented — flat/apartment""","Smartphone
Refrigerator
Generator
Cable/satellite TV (DSTV, GOtv, etc.)","""₦150,001 – ₦350,000""","""1–2""","""Lagos"""
429140725,"7.41317, 3.8109183","Aug 26th 2026, 3:10 pm",pending,Adedayo Isiaka ,"""yes""","""35–44""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""","Air conditioner
Computer/laptop
Smartphone","""₦50,000 – ₦150,000""","""3–4""","""Oyo"""
200608639,"9.1797169, 7.2198711","Aug 26th 2026, 3:25 pm",pending,Samuel Nathaniel ,"""yes""","""35–44""","""Male""","""₦10,000 – ₦29,999""","""Another household member/head decides""","""Sometimes""","""HND/Bachelor's degree""","""Unemployed""","""Junior staff / semi-skilled""","""Rented — flat/apartment""","Smartphone
Refrigerator","""Below ₦50,000""","""3–4""","""FCT (Abuja)"""
426755401,"10.2637579, 9.7898603","Aug 26th 2026, 3:29 pm",pending,Nuhu Futhai Makut,"""yes""","""35–44""","""Male""","""More than ₦150,000""","""I decide jointly with a spouse/partner""","""Always""","""Postgraduate""","""Employed full-time""","""Junior staff / semi-skilled""","""Own home — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone
Refrigerator
Generator
Air conditioner","""₦350,001 – ₦700,000""","""3–4""","""Bauchi"""
394613691,"12.1576927, 6.6666022","Aug 26th 2026, 3:34 pm",pending,Hindatu Abubakar,"""yes""","""35–44""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Own home — flat/apartment""","Car
Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""5–6""","""Zamfara"""
127536208,"11.8350455, 13.0852121","Aug 26th 2026, 3:36 pm",pending,Amina Mohammed sabo ,"""yes""","""25–34""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Self-employed / business owner""","""Unskilled / casual labor""","""Rented — flat/apartment""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Air conditioner
Generator","""₦150,001 – ₦350,000""","""5–6""","""Borno"""
122812958,"6.6562206, 3.2472644","Aug 26th 2026, 3:42 pm",pending,Blessing,"""yes""","""25–34""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Always""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Car
Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦350,001 – ₦700,000""","""5–6""","""Lagos"""
396033364,"5.1936163, 7.7250359","Aug 26th 2026, 3:49 pm",pending,Unyime Thompson,"""yes""","""18–24""","""Female""","""₦30,000 – ₦69,999""","""Another household member/head decides""","""Sometimes""","""Secondary""","""Employed full-time""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Generator
Smartphone","""Below ₦50,000""","""1–2""","""Akwa Ibom"""
174961962,"11.8335012, 13.0797609","Aug 26th 2026, 3:49 pm",pending,mustapha Abubakar ,"""yes""","""35–44""","""Male""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Generator
Air conditioner
Car
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Borno"""
262309378,"6.5034038, 3.3675894","Aug 26th 2026, 3:55 pm",pending,Olatujoye Oluwasetemi ,"""yes""","""18–24""","""Female""","""₦70,000 – ₦150,000""","""I decide alone""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Own home — flat/apartment""","Generator
Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""₦350,001 – ₦700,000""","""7+""","""Lagos"""
492000058,"10.2698444, 11.1674947","Aug 26th 2026, 3:56 pm",pending,SANI BELLO ,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Computer/laptop
Smartphone
Refrigerator","""₦150,001 – ₦350,000""","""5–6""","""Gombe"""
13042650,"8.9169835, 7.5633674","Aug 26th 2026, 4:01 pm",pending,Orluwene Blessing Mgbechi ,"""yes""","""45–54""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Own home — flat/apartment""","Generator
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""5–6""","""FCT (Abuja)"""
468651836,"11.5491048, 10.9933559","Aug 26th 2026, 4:08 pm",pending,Yahaya Agwam ,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Rarely""","""HND/Bachelor's degree""","""Employed part-time""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone
Generator","""₦50,000 – ₦150,000""","""3–4""","""Yobe"""
94905697,"8.1947604, 4.7395567","Aug 26th 2026, 4:35 pm",pending,Stella Onifade ,"""yes""","""25–34""","""Female""","""Less than ₦10,000""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Rented — single room(s) / face-me-I-face-you""","Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦50,000 – ₦150,000""","""3–4""","""Kwara"""
170473763,"10.2867988, 11.1063638","Aug 26th 2026, 4:39 pm",pending,Beatrice bome butacks ,"""yes""","""25–34""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Unemployed""","""Unemployed / none""","""Rented — single room(s) / face-me-I-face-you""",Smartphone,"""Below ₦50,000""","""5–6""","""Gombe"""
291776882,"9.8993413, 11.2148147","Aug 26th 2026, 4:47 pm",pending,joy yusuf Bello ,"""yes""","""25–34""","""Female""","""₦10,000 – ₦29,999""","""I am not involved in these decisions""","""Sometimes""","""OND/NCE""","""Student""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Living with family / free housing""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)
Air conditioner
Refrigerator","""₦350,001 – ₦700,000""","""5–6""","""Gombe"""
195228792,"10.3115717, 11.1739167","Aug 26th 2026, 4:47 pm",pending,umais,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""Postgraduate""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Computer/laptop
Smartphone
Air conditioner
Car","""₦150,001 – ₦350,000""","""5–6""","""Gombe"""
482607604,"6.9416267, 3.5347717","Aug 26th 2026, 4:49 pm",pending,talk2ibks@gmail. Com,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""Postgraduate""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Own home — flat/apartment""","Car
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""Osun"""
318181061,"10.3110606, 11.1745986","Aug 26th 2026, 4:55 pm",pending,sunusi,"""yes""","""25–34""","""Male""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Student""","""Unemployed / none""","""Living with family / free housing""",Smartphone,"""Below ₦50,000""","""3–4""","""Gombe"""
374053287,"10.3110843, 11.1747885","Aug 26th 2026, 4:55 pm",pending,sunusi,"""yes""","""25–34""","""Male""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""OND/NCE""","""Student""","""Junior staff / semi-skilled""","""Own home — detached house/duplex""",Smartphone,"""Below ₦50,000""","""3–4""","""Gombe"""
229603573,"11.9642248, 8.5861541","Aug 26th 2026, 5:05 pm",pending,Khadija Sani koguna ,"""yes""","""25–34""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Computer/laptop
Cable/satellite TV (DSTV, GOtv, etc.)
Refrigerator
Smartphone","""₦150,001 – ₦350,000""","""7+""","""Kano"""
285506396,"10.3116188, 11.1739006","Aug 26th 2026, 5:08 pm",pending,umais,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""Postgraduate""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Car
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone
Computer/laptop","""₦150,001 – ₦350,000""","""5–6""","""Gombe"""
91935184,"10.8224052, 10.7721681","Aug 26th 2026, 5:10 pm",pending,Rabiu Dikko ,"""yes""","""25–34""","""Female""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Often""","""OND/NCE""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Smartphone
Refrigerator","""₦50,000 – ₦150,000""","""3–4""","""Gombe"""
439190388,"10.3118044, 11.173928","Aug 26th 2026, 5:14 pm",pending,Mahmud ,"""yes""","""35–44""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦50,000 – ₦150,000""","""5–6""","""Gombe"""
134153093,"6.63455, 3.1534717","Aug 26th 2026, 5:15 pm",pending,faridat,"""yes""","""18–24""","""Female""","""₦70,000 – ₦150,000""","""I decide alone""","""Often""","""HND/Bachelor's degree""","""Student""","""Unemployed / none""","""Living with family / free housing""","Generator
Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""₦150,001 – ₦350,000""","""1–2""","""Ogun"""
251322509,"7.6571915, 6.3683161","Aug 26th 2026, 5:23 pm",pending,Oboroujah Ibrahim Itopa ,"""yes""","""18–24""","""Male""","""₦10,000 – ₦29,999""","""I decide alone""","""Often""","""HND/Bachelor's degree""","""Unemployed""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""",Computer/laptop,"""₦50,000 – ₦150,000""","""3–4""","""Kogi"""
79258580,"11.7230912, 11.9690166","Aug 26th 2026, 5:23 pm",pending,Haruna Suleiman Maina ,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Unemployed""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)","""₦50,000 – ₦150,000""","""5–6""","""Yobe"""
81953007,"4.9564317, 6.9993867","Aug 26th 2026, 5:44 pm",pending,Ike Blessing ,"""yes""","""25–34""","""Female""","""₦10,000 – ₦29,999""","""Another household member/head decides""","""Sometimes""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Car
Generator
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""5–6""","""Rivers"""
154052936,"4.9070233, 6.3101249","Aug 26th 2026, 5:47 pm",pending,Peter Dowell Owutuamor ,"""yes""","""35–44""","""Male""","""₦70,000 – ₦150,000""","""I decide alone""","""Sometimes""","""Postgraduate""","""Employed part-time""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop","""₦150,001 – ₦350,000""","""1–2""","""Bayelsa"""
209570996,"8.8692378, 7.2547983","Aug 26th 2026, 6:29 pm",pending,Iyange Anenge Andrew ,"""yes""","""25–34""","""Male""","""More than ₦150,000""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Employed full-time""","""Junior staff / semi-skilled""","""Rented — flat/apartment""","Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Smartphone","""₦150,001 – ₦350,000""","""3–4""","""FCT (Abuja)"""
339584130,"9.0128346, 7.6270182","Aug 26th 2026, 7:10 pm",pending,Blessing Abah ,"""yes""","""35–44""","""Female""","""₦70,000 – ₦150,000""","""I decide jointly with a spouse/partner""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Unemployed / none""","""Rented — flat/apartment""","Air conditioner
Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""5–6""","""Nasarawa"""
409022779,"10.7729053, 11.4000376","Aug 26th 2026, 7:15 pm",pending,Usman Haladu ,"""yes""","""25–34""","""Male""","""₦10,000 – ₦29,999""","""Another household member/head decides""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Living with family / free housing""","Generator
Smartphone
Computer/laptop
Car
Air conditioner
Refrigerator","""Below ₦50,000""","""3–4""","""Gombe"""
259737504,"4.9336068, 6.3115977","Aug 26th 2026, 7:44 pm",pending,Godwill Tama Jeffrey ,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide alone""","""Rarely""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Smartphone
Computer/laptop
Generator","""₦150,001 – ₦350,000""","""1–2""","""Bayelsa"""
117684768,"13.0021928, 7.6179447","Aug 26th 2026, 7:59 pm",pending,Fatima Abubakar Abe ,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""I decide alone""","""Often""","""Postgraduate""","""Employed full-time""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Own home — flat/apartment""","Generator
Air conditioner
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦350,001 – ₦700,000""","""5–6""","""Katsina"""
307220321,"7.1425871, 3.4317457","Aug 26th 2026, 8:04 pm",pending,Kadeji Precious ,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide jointly with a spouse/partner""","""Rarely""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Middle management / skilled / supervisory""","""Rented — flat/apartment""","Generator
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""1–2""","""Ogun"""
21786746,"9.6868961, 8.7527015","Aug 26th 2026, 9:03 pm",pending,DAVOU WENG ILIYA ,"""yes""","""35–44""","""Male""","""Less than ₦10,000""","""I decide jointly with a spouse/partner""","""Sometimes""","""HND/Bachelor's degree""","""Employed full-time""","""Middle management / skilled / supervisory""","""Own home — flat/apartment""","Generator
Smartphone
Refrigerator","""₦50,000 – ₦150,000""","""5–6""","""Plateau"""
253103521,"7.218735, 5.5452086","Aug 26th 2026, 9:20 pm",pending,Makanjuola ,"""yes""","""25–34""","""Male""","""₦30,000 – ₦69,999""","""I decide alone""","""Always""","""HND/Bachelor's degree""","""Employed part-time""","""Junior staff / semi-skilled""","""Rented — flat/apartment""","Computer/laptop
Smartphone","""₦150,001 – ₦350,000""","""1–2""","""Ondo"""
251539780,"9.1658658, 7.3899838","Aug 27th 2026, 4:08 am",pending,sasah Wada Chiroma ,"""yes""","""35–44""","""Female""","""₦10,000 – ₦29,999""","""Another household member/head decides""","""Often""","""HND/Bachelor's degree""","""Self-employed / business owner""","""Senior management / professional (e.g., doctor, lawyer, exec)""","""Rented — flat/apartment""","Car
Refrigerator
Cable/satellite TV (DSTV, GOtv, etc.)
Computer/laptop
Smartphone","""₦50,000 – ₦150,000""","""3–4""","""FCT (Abuja)"""
